Tweet,User,User_ID,Geo,HashTag,Date
"Sold in Sonoma, week ending Oct. 20 https://www.sonomanews.com/business/realestate/10204074-181/sold-in-sonoma-week-ending?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db3ef2a4c15b8000148df00&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/CDTS5sqoZB",sonomanews,18057936,,,Sat Oct 26 07:01:06 +0000 2019
Sonoma's iconic Depot Hotel for sale https://www.sonomanews.com/lifestyle/10212804-181/food-depot-hotel-for-sale?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db3d30d4c15b8000148dd3d&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/DNoKPx0hPT,sonomanews,18057936,,,Sat Oct 26 05:01:14 +0000 2019
Valley Forum: Homeless a nightmare for Field of Dreams https://www.sonomanews.com/opinion/10216594-181/valley-forum-homeless-a-nightmare?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db3b6ef4c15b8000148db8b&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/sahXiL7E0E,sonomanews,18057936,,,Sat Oct 26 03:01:16 +0000 2019
Officials issue 'unhealthy' air warning due to Kincade fire and it's expected to get worse https://www.sonomanews.com/news/10220531-181/sonoma-county-public-health-officials?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db39acc4c15b8000148d9d8&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/UzwrKkvb3c,sonomanews,18057936,,,Sat Oct 26 01:01:14 +0000 2019
Live Map: Real-time air quality in the North Bay https://www.sonomanews.com/news/10220068-181/live-map-real-time-air-quality?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db373514c15b8000148d793&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/KV7VrJd8Ui,sonomanews,18057936,,,Fri Oct 25 22:12:39 +0000 2019
"Map: PG&E planned power outage for Saturday, Oct. 26 into Sunday, Oct. 27 https://www.sonomanews.com/home/a1/10220162-181/map-pge-planned-power-outage?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db365454c15b8000148d6c1&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/AwvrBh1w7T",sonomanews,18057936,,,Fri Oct 25 21:12:42 +0000 2019
Editorial Cartoon: High crimes? https://www.sonomanews.com/opinion/10215780-181/editorial-cartoon-high-crimes?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db349204c15b8000148d54b&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/4rNw762Yoh,sonomanews,18057936,,,Fri Oct 25 19:12:36 +0000 2019
How windy will it be? https://www.sonomanews.com/home/a1/10215505-181/story.html?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db33b168021ed0001325e99&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/E1lElxTOVP,sonomanews,18057936,,,Fri Oct 25 18:12:42 +0000 2019
Live map: Kincade fire near Geyserville https://www.sonomanews.com/home/a1/10215511-181/live-map-kincade-fire-near?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db32d004c15b8000148d3be&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/WX1dtxMyn2,sonomanews,18057936,,,Fri Oct 25 17:12:36 +0000 2019
Shir Shalom and Trinity Episcopal co-sponsor Sonoma talk https://www.sonomanews.com/news/10211880-181/shir-shalom-and-trinity-episcopal?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db31ef44c15b8000148d300&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/NcfkJggnsP,sonomanews,18057936,,,Fri Oct 25 16:12:42 +0000 2019
Sonoma’s baseball heritage on display at Depot Museum https://www.sonomanews.com/sports/10212203-181/sonomas-depot-museum-explores-the?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db310dc4c15b8000148d239&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/tFBjRYyuPk,sonomanews,18057936,,,Fri Oct 25 15:12:37 +0000 2019
Bill Lynch: Who will hear the siren call? https://www.sonomanews.com/opinion/10203666-181/bill-lynch-who-will-hear?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db302d34c15b8000148d17c&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/POl5GSi4U8,sonomanews,18057936,,,Fri Oct 25 14:12:40 +0000 2019
"It's a power outage, let's have a block party - and other ideas for days with no electricity https://www.sonomanews.com/lifestyle/10213080-181/10-fun-things-to-do?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db2f4bb8021ed0001325a7e&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/uSRZDS1YYU",sonomanews,18057936,,,Fri Oct 25 13:12:31 +0000 2019
The real JV volleyball team https://www.sonomanews.com/sports/10203871-181/the-real-jv-volleyball-team?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db2d8984c15b8000148cf56&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/V6v3GfDzTG,sonomanews,18057936,,,Fri Oct 25 11:12:32 +0000 2019
Benefield: High school football games shouldn't end like this https://www.sonomanews.com/sports/10211397-181/benefield-high-school-football-games?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db2ca8f8021ed00013257ee&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/0HAL6QVeIn,sonomanews,18057936,,,Fri Oct 25 10:12:37 +0000 2019
Sonoma school goes all out with fall fundraiser https://www.sonomanews.com/news/education/10175630-181/sonoma-school-goes-all-out?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db2bc764c15b8000148cd9a&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/UKp7hxQzSp,sonomanews,18057936,,,Fri Oct 25 09:12:27 +0000 2019
City of Sonoma hires fulltime planner https://www.sonomanews.com/news/10192090-181/city-of-sonoma-hires-fulltime?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db2ae734c15b8000148cca9&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/D1cFh5TyeO,sonomanews,18057936,,,Fri Oct 25 08:12:39 +0000 2019
Sonoma Valley school district appoints new head of maintenance and operations https://www.sonomanews.com/news/education/10192061-181/sonoma-valley-school-district-appoints?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db2a0654c15b8000148cbc3&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/cLcvWaPk3M,sonomanews,18057936,,,Fri Oct 25 07:12:42 +0000 2019
"Kathleen Hill: El Molino decorations, FFA dinner and Shanghai history https://www.sonomanews.com/lifestyle/10212784-181/kathleen-hill-el-molino-decorations?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5db2924e4c15b8000148cac6&utm_medium=trueAnthem&utm_source=twitter …pic.twitter.com/tHNTeqhlKC",sonomanews,18057936,,,Fri Oct 25 06:12:35 +0000 2019
